,id_num,store_name,address,tel,sector,menu,info,large_sector,city_province,city_county_district,detail_address,latitude_geocoding,longitude_geocoding,latitude_v_world,longitude_v_world,check_geo_result
553,1744,연지식당,"경상북도 영주시 원당로111번길 22, 86호",054-631-2923,한식_일반,보리밥정식 4000원청국장찌개       5000원,"부부 운영으로 인건비 절약, 배달 없음 단골 손님(주부) 많음",요식업,경상북도,영주시,"원당로111번길 22, 86호",0.0,0.0,36.822669441,128.625820404,False
554,1746,태흥칡냉면,경상북도 영주시 원당로 38,054-634-7007,한식_일반,물냉면 7000원       원,"부부운영으로 인건비 절약, 주변가격 보다 10%정도 저렴 자가건물,, 매일 육수 직접 달임",요식업,경상북도,영주시,원당로 38,36.8225854,128.6274496,36.818166709,128.619959509,False
555,1748,횡재먹거리,경상북도 영주시 풍기읍 소백로 2156,054-638-0094,한식_일반,불고기(200g) 12000원       원,"부부운영, 자가건물, 자가도축으로 원가절약(주업 한우전문점) 불고기는 기획상품임, 주차 용이",요식업,경상북도,영주시,풍기읍 소백로 2156,36.8745756,128.5392907,36.887280341,128.539638978,False
556,1749,가흥반점,경상북도 영주시 신재로 149,054-636-6998,중식,짜장면 6000원       원,"가족(부부, 모친)운영으로 인건비 절약, 시간제 아르바이트 고용 박리다매, 친절하고 맛있다",요식업,경상북도,영주시,신재로 149,36.83133719999999,128.59628653094154,36.831428824,128.5963971,False
557,1750,스피드세탁소,경상북도 영주시 번영로 61-1,054-636-8669,세탁업,신사복 7000원       원,"부부운영으로 인건비 절약, 최신자동시스템 완비 카드(현금영수증) 결재, 전산프로그램 운영, 세탁자격증 소지 주변 가격보다 10% 저렴",세탁업,경상북도,영주시,번영로 61-1,36.824866,128.6249715,36.81763991,128.628311595,False
558,1751,개나리식당,경상북도 영주시 안정면 신재로 520-1,054-635-2199,한식_일반,비빔밥(보리밥) 5000원       원,"자가건물, 가족운영으로 인건비 절약, 원자재(쌀, 배추, 감차 등) 직접 재배 공기밥 추가시 추가비용 없음",요식업,경상북도,영주시,안정면 신재로 520-1,36.8617753,128.5328947,36.845429653,128.55860202,False
559,1755,셀프빨래방및우리세탁플라자,경상북도 영주시 대동로 160,054-638-9700,세탁업,신사복(정장 1벌) 7000원       원,"부부운영으로 인건비 절감, 최신자동시스템 완비 주변가격 보다 10% 저렴, 대량거래, 단골고객 이용 많음",세탁업,경상북도,영주시,대동로 160,36.8146312,128.6142948,36.814085615,128.620154891,False
560,1758,미성식당,경상북도 영천시 고경면 호국로 1433-38,054-334-5457,한식_면류,짜장면 6000원짬뽕       7000원,"텃밭채소 재배,자가건물 임대료 절감",요식업,경상북도,영천시,고경면 호국로 1433-38,35.9886194,129.0933647,35.999640181,129.083780152,False
561,1759,신녕목욕탕,경상북도 영천시 신녕면 장수로 1663-1,054-332-0131,목욕업,목욕료(성인) 5000원목욕료(소인)       3000원,가족위주의 운영 인건비 절감,목욕업,경상북도,영천시,신녕면 장수로 1663-1,36.02957,128.80655,36.040264655,128.788175057,False
562,1761,원리치피자,경상북도 영천시 문외1길 33,054-333-2782,기타양식,피자(중) 13000원피자(대)       15000원,"신축 건물로 분위기가 깔금하고 가격도 저렴하고 콜라, 티즈가루가 포함되어 주로 배달로 운영하며 고정고객이 많이 확보되어 있음",요식업,경상북도,영천시,문외1길 33,0.0,0.0,35.970666117,128.934670426,False
563,1765,명동칼국수,경상북도 영천시 강남길 46,054-332-4772,한식_면류,칼국수 5000원비빕밥       5000원,"신 건물로 내부 분위기가 매우 깔끔하며, 음식맛도 좋은 편임, 시장내에서 운영하므로 많은 사람들이 찾아오고 있으며, 또한 배달주문도 많은 편임 채소 등 재료는 부모를 통하여 직접 기른 싱싱한 채소 사용함으로 다른 가게보다 가격면에서 저렴한 편임",요식업,경상북도,영천시,강남길 46,35.9644595,128.9358354,35.965831535,128.938004978,False
564,1766,큰손칼국수,경상북도 영천시 문외 1길 23,054-337-7599,한식_면류,큰손해물칼국수 6000원잔치국수       5000원,"국수량이 푸짐하며, 지역경제가 어려운 점을 감안하여 낮은 가격으로 많이 팔아 수익을 올리는 착한 가게임",요식업,경상북도,영천시,문외 1길 23,0.0,0.0,35.970326215,128.934918277,False
565,1767,미각루,경상북도 영천시 청산1길 6,054-331-4666,중식,짜장면 5000원짬뽕       6000원,어려운 지역경제에 보탬을 주고자 자발적으로 가격을 낮게 판매하고 있는 착한 가계임.,요식업,경상북도,영천시,청산1길 6,0.0,0.0,35.973604391,128.937754256,False
566,1771,삼미식당,경상북도 영천시 법원길 59,054-332-6018,한식_일반,생삽겹(150g) 9000원쌈밥정식       12000원,"도축장에서 직접구매하며, 각종 채소류는 텃밭 및 고향 마을에서 저렴한 가격으로 구매",요식업,경상북도,영천시,법원길 59,0.0,0.0,35.969531895,128.929683193,False
567,1776,현대이용소,경상북도 상주시 중동면 간상1길 32,054-532-9881,이미용업,커트 8000원염색       30000원,최소한의 인건비와 유지관리비만을 가격에 포함,이미용업,경상북도,상주시,중동면 간상1길 32,0.0,0.0,36.417204832,128.283087117,False
568,1777,태양미용실,경상북도 상주시 청리면 원장수상길 11-1,054-532-6126,이미용업,커트 5000원파마       20000원,5년동안 가격을 인상하지 않음,이미용업,경상북도,상주시,청리면 원장수상길 11-1,36.3413049,128.1280582,36.34061313,128.129043058,False
569,1781,가위소리미용실,경상북도 상주시 함창읍 함창중앙로 134,054-541-4300,이미용업,파마 25000원염색       20000원,각종 소모품 구입시 대량구매를 통해 구매 단가를 낮춤,이미용업,경상북도,상주시,함창읍 함창중앙로 134,36.5685492,128.1764058,36.569222526,128.179089887,False
570,1788,현헤어샵,경상북도 상주시 사벌국면 덕담1길 15,054-532-0443,이미용업,커트 7000원파마       15000원,최소한의 인건비와 유지관리비만을 가격에 포함,이미용업,경상북도,상주시,사벌국면 덕담1길 15,36.4661236,128.2089047,36.464861025,128.206548225,False
571,1789,현미용실,경상북도 상주시 상산로 338-19,054-532-0116,이미용업,커트 7000원파마       25000원,내가 조금 손해본다는 마음으로 주위의 어려운 사람들의 위하여 가격 동결,이미용업,경상북도,상주시,상산로 338-19,36.4163786,128.159251,36.4211279,128.160097091,False
572,1790,엄마손두부칼국시,경상북도 상주시 상서문3길 100-2,054-531-3784,한식_면류,칼국수 4000원김치손두부       5000원,"엄마랑 함께 운영하며 저렴한 가격으로 친절하게 손님맞이 인사도 잘하고, 깨끗하게 정리정돈하여 손님들이 편안한 공간에서 식사를 할 수 있게 함",요식업,경상북도,상주시,상서문3길 100-2,36.4140438,128.1551527,36.413973964,128.156885473,False
573,1794,오공식당,경상북도 상주시 중앙시장길 1-24,054-535-5041,한식_면류,칼국수 5000원보리밥       5000원,"2010년 1월부터 가격동결과 엄마가 직접 만들어주시는것같은 구수한 손맛이 일품이며, 모자라는 반찬을 알아서 챙겨주는 따뜻한 식당임",요식업,경상북도,상주시,중앙시장길 1-24,0.0,0.0,36.41329201,128.161212067,False
574,1798,양귀비머리방,경상북도 상주시 남성로 35-1,054-536-1264,이미용업,커트 7000원염색       25000원,집세가 싸고 미용사가 따로 없어 소일하는셈치고 운영하므로 가격이 저렴함,이미용업,경상북도,상주시,남성로 35-1,0.0,0.0,36.413193124,128.160771379,False
575,1799,홍미용실,경상북도 상주시 중앙시장길7-15,054-533-1773,이미용업,커트 7000원염색       25000원,시장안에 위치한 본인 소유 건물과 시장을 찾아오는 노인들을 대상으로 영업을 하고 있어 가격을 저렴하게 받고 있음. 한번 온 사람을 고객으로 만들기위해 손님의 특성에 맞게 손질하려고 노력하고 있음.,이미용업,경상북도,상주시,중앙시장길7-15,0.0,0.0,36.413449274,128.161418522,False
576,1800,보리랑두부랑,경상북도 상주시 함창읍 합창중앙로 133,054-541-6234,한식_일반,보리밥 7000원칼국수       5000원,2011년 4월에 개업한 노인일자리창출사업장으로 저렴한 가격으로 손님을 접대하고 있음. 노인분들이 음식을 만들기때문에 구수한 손맛이 일품으로 옛나라 엄마맛이 느껴지며 푸근한 식당임.,요식업,경상북도,상주시,함창읍 합창중앙로 133,0.0,0.0,0.0,0.0,True
577,1802,생삼겹살집,경상북도 상주시 공성면 옥산4길 15,054-531-1141,한식_육류,삼겹살(200g) 9000원소불고기(200g)       15000원,저렴한 가격으로 사업체를 운영하고 있으며 주물럭 맛이 좋음,요식업,경상북도,상주시,공성면 옥산4길 15,36.2855788,128.0930966,36.2853264,128.093258606,False
578,1803,상주식육식당,경상북도 상주시 은척면 봉중1길15,054-541-9446,한식_육류,삼겹살(200g) 9000원주물럭(200g)       8000원,은척면에서 저렴한 가격으로 고기를 판매하고 있음. 손님은 왕이라는 사고로 손님을 맞이하고 있으며 매일 청소하여 청결한 업소의 이미지를 만들려고 노력함.,요식업,경상북도,상주시,은척면 봉중1길15,0.0,0.0,36.532618477,128.073213023,False
579,1804,포청천식당,경상북도 상주시 동문1길 12,054-531-2500,한식_일반,김치찌개 5000원된장찌개       5000원,2011년 12월 김치찌개 및 된장찌개는 가격을 인하하여 최소한의 이윤으로 제공하고 있음. 시청 무양청사 인근에서 께끗한 식재로로 손님들에게 맛있는 음식을 제공하기 위해 노력함.,요식업,경상북도,상주시,동문1길 12,0.0,0.0,36.416462174,128.164783563,False
580,1807,화정식당,경상북도 상주시 냉림로 24,054-535-5535,한식_육류,삼겹살(200g) 10000원생목살(200g)       9000원,2010년 8월부터 동결된 가격으로 손님을 맞이하고 있으며 식당이 깨끗하여 보건소 위생업소(식중독예방) 대표업소로 선정됨. 고기신선도를 보고 선택할 수 있도록 진열하고 손님이 보는데서 직접썰어 제공한다(순수100%삼겹살 보장),요식업,경상북도,상주시,냉림로 24,36.4210791,128.1625978,36.421563231,128.162758527,False
581,1808,아롱이,경상북도 상주시 남성로 45,054-532-5728,한식_면류,칼국수 5000원보리밥       5000원,"저렴한 가격의 칼국수로 고객을 유치하고 있음, 시장안이라 저렴한 가격으로 손님들에게 식사를 제공하며, 소일거리로 즐겁게 식당을 운영하고 있음.",요식업,경상북도,상주시,남성로 45,0.0,0.0,36.413672351,128.160798626,False
582,1813,광성식당,경상북도 문경시 문경읍 새재로 918,054-572-3466,한식_일반,산채비빔밥 9000원더덕구이정식       14000원,,요식업,경상북도,문경시,문경읍 새재로 918,36.7345362,128.0968576,36.760425655,128.077191033,False
583,1817,은혜각,경상북도 문경시 가은1길 27,054-571-6110,중식,자장면 4000원       원,큰 가격인상없이 서민음식 판매함.,요식업,경상북도,문경시,가은1길 27,36.6434226,128.0619923,36.644632458,128.06188693,False
584,1818,성우가든,경상북도 문경시 마성면 은성로 1636,054-572-1259,한식_육류,삼겹살(200g) 12000원       원,원가절감노력함.,요식업,경상북도,문경시,마성면 은성로 1636,36.6777141,128.1029247,36.690353154,128.11576173,False
585,1820,청림반점,경상북도 문경시 신흥3길 6-2,054-552-3109,중식,자장면 4000원짬뽕       5000원,가격인상없이 서민음식 판매 전통시장 근처 신선한 재료 저렴하게 구입함.,요식업,경상북도,문경시,신흥3길 6-2,0.0,0.0,36.60065397,128.203294267,False
586,1821,직거래식육식당·축산,경상북도 문경시 신흥시장길 10,054-552-9876,한식_일반,삼겹살(200g) 14000원       원,원가절감노력및 타업소보다 저렴함.,요식업,경상북도,문경시,신흥시장길 10,0.0,0.0,36.602153635,128.204178089,False
587,1823,닭이봉오미닭갈비,경상북도 문경시 당교로 195,054-556-8055,한식_일반,삼계탕 12000원닭갈비       12000원,원가절감노력및 타업소보다 저렴,요식업,경상북도,문경시,당교로 195,36.5860349,128.1894081,36.585193098,128.184565311,False
588,1824,배윤박갈비마트,경상북도 문경시 매봉로 107,054-556-8892,한식_육류,돼지갈비(200g) 8000원삼겹살(180g)       11000원,원가절감노력및 타업소보다 저렴,요식업,경상북도,문경시,매봉로 107,36.5881168,128.1838143,36.591640665,128.184493024,False
589,1826,썬미용실,경상북도 문경시 문경읍 문희로 31,054-571-6544,이미용업,커트 7000원염색       10000원,"본인소유 건물, 10년전부터 가격을 유지하면서 어려운분들에 봉사하는 마음으로 가격을 저렴하게 받고 있음.",이미용업,경상북도,문경시,문경읍 문희로 31,36.7357312,128.1077406,36.735002554,128.108396215,False
590,1828,새재식당,경상북도 문경시 문경읍 주흘1길 21,054-571-3766,한식_일반,된장찌개 6000원김치찌개       6000원,"본인건물, 혼자서 영업하면서 어른들, 청소년에게 가격을 저렴하게 판매. 야채등 재료는 직접농사를 지어서 신선하고 푸짐하게 드실수 있도록 준비함.",요식업,경상북도,문경시,문경읍 주흘1길 21,36.7368275,128.1064184,36.735936609,128.106208824,False
591,1831,옥녀봉집두부,경상북도 문경시 가은읍 왕능길 12,054-571-3834,한식_일반,된장찌개 6000원비지장       6000원,"본인건물에 인건비 절감하기 위해 가족이 운영, 순수 국산콩으로 두부를 직접만들어 최고의 신선한 맛을 우선으로 영업. 정부시책에 따라 가격을 1,000원씩 인하하여 판매를 함.",요식업,경상북도,문경시,가은읍 왕능길 12,36.6479646,128.0635661,36.644706888,128.066599309,False
592,1832,중앙정육한우마을,경상북도 문경시 가은읍 대야로 2495,054-571-6049,한식_일반,삼겹살(200g) 14000원돼지주물럭(100g)       9000원,"본인건물에 인건비 절감으로 가족이 운영, 한우는 품질좋은것으로 직접 구매하여 손님들에게 맛있고 푸짐하게 드실수 있도록 영업을 하고 있음. 어려운분들에게 무료식사제공도 하고있음",요식업,경상북도,문경시,가은읍 대야로 2495,36.6545471,128.057592,36.645116513,128.062722078,False
593,1836,이수향미용실,경상북도 문경시 산양면 불암2길 21,054-552-3286,이미용업,커트 5000원파마       25000원,"손님계층이 어르신들이 주로 많다보니 내부모같이 생각해서 저렴하게 받구, 시골(자택-산골)까지 직접 모셔드림 - 봉사하는 마음으로 영업",이미용업,경상북도,문경시,산양면 불암2길 21,36.6138659,128.257695,36.612740103,128.25760881,False
594,1837,새실비식당,경상북도 문경시 산양면 산양로 116,054-552-9535,중식,자장면 6000원짬뽕       7000원,인건비 절감차 부부가 운영하며 시골어르신들에게 저렴한 가격으로 푸짐하게 음식 제공,요식업,경상북도,문경시,산양면 산양로 116,36.6094981,128.2520855,36.611059742,128.259404985,False
595,1838,들마루식당,경상북도 문경시 산양면 산양로 115,054-553-2708,한식_일반,정식 8000원선짓국       8000원,본인 건물에 혼자서 채소도 직접 재배하여 신선한 음식을 제공. 독거노인들에게 반찬 무료 봉사도 하고 있다. 노인정에 정기적으로 무료 식사제공도 하고 있음.,요식업,경상북도,문경시,산양면 산양로 115,36.6094981,128.2520855,36.611237178,128.259293428,False
596,1839,산호미용실,경상북도 문경시 돈달로 98,054-555-2267,이미용업,커트 6000원파마       25000원,"본인건물에 혼자 운영하고 있으며, 변두리에 위치하여 저렴하게 운영, 손님도 주로 어르신들이 많아 시골의 내부모라 생각하며 영업하고 있음.",이미용업,경상북도,문경시,돈달로 98,36.6041208,128.2022885,36.59927945,128.197067288,False
597,1840,창조식당,경상북도 문경시 상신로 20,054-555-8939,한식_일반,해물칼국수 6000원된장찌개       6000원,"박리다매로 운영, 신선도를 최고로 유지하기 위하여 전통시장 인근에 위치하여 채소를 매일매일 구입하여 값싸고 맛있는 음식 제공",요식업,경상북도,문경시,상신로 20,36.5987764,128.189803,36.595501027,128.196763896,False
598,1841,문창반점,경상북도 문경시 호서로 32-1,054-555-3285,중식,자장면 5000원짬뽕       6000원,"내부모, 내자식이 먹는다는 일념으로 재료는 신선하고 좋은 품질만 사용하여 박리다매로 가족이 운영함.",요식업,경상북도,문경시,호서로 32-1,36.610064,128.2046277,36.597644201,128.199930152,False
599,1843,성모반점,경상북도 문경시 중앙10길 8,054-555-2654,중식,자장면 4500원짬뽕       5000원,"본인소유의 건물로 부부가 운영하며 박리다매로 음식맛으로 승부하고 있으나, 남편의 건강이 좋치 않아 힘들게 운영을 하고 있음.",요식업,경상북도,문경시,중앙10길 8,0.0,0.0,36.598567206,128.202657546,False
600,1844,송태미미용실,경상북도 문경시 상신로 42(점촌동),054-556-1584,이미용업,커트 5000원파마       15000원,본인소유의 건물에 인건비 점검차 혼자 운영,이미용업,경상북도,문경시,상신로 42 (점촌동),0.0,0.0,36.595809449,128.194504713,False
601,1846,보릿고개식당,경상북도 문경시 신흥시장길 23,054-552-8427,한식_일반,정식 6000원쌀떡국       6000원,임대로 있으며 혼자서 인건비 절감차 운영하며 전통시장 인근이라 매일 시장에서 재료를 바로 구입하여 신선하고 맛있는 음식을 저렴하게 판매함.,요식업,경상북도,문경시,신흥시장길 23,0.0,0.0,36.601010923,128.203636506,False
602,1848,한아름식당,"경상북도 문경시 신흥시장길 19, 나동 109호",054-555-0795,한식_일반,된장찌개 5000원비빔밥       5000원,"임대로 있으며 칼국수를 직접 만들어 인건비 절감차 박리다매로 운영, 재료는 시장에서 신선한것으로 직접 구입하여 판매",요식업,경상북도,문경시,"신흥시장길 19, 나동 109호",0.0,0.0,36.60140392,128.204260805,False
603,1852,왕릉식당,"경상북도 문경시 신흥시장길 19, 나동 114호",054-556-6360,한식_일반,된장찌개 4000원잔치국수       3000원,"임대로 있으며, 채소는 시장에서 매일매일 신선한 것으로 직접 구입하여 푸짐하고 맛있게 늘 즐거운 마음으로 박리다매 운영함.",요식업,경상북도,문경시,"신흥시장길 19, 나동 114호",0.0,0.0,36.60140392,128.204260805,False
604,1854,고향식당,경상북도 문경시 신흥1길 15-15,054-556-3901,한식_일반,순두부 7000원청국장       7000원,"임대로 혼자운영하지만, 농가에 직접가서 좋은 콩을 구입하여 순두부, 청국장등 직접 만들어서 최고의 맛으로 승부, 박리다매 운영",요식업,경상북도,문경시,신흥1길 15-15,0.0,0.0,36.59999412,128.204463454,False
605,1857,맛고을,경상북도 문경시 새동네2길 15,054-553-2006,한식_일반,매생이국밥 7000원삼겹살(200g)       11000원,"임대로 있으며, 인건비 절감차 혼자서 운영하며 쌀은 직접 농사 지은것으로 최고의 맛으로 내 가족이 먹는다는 일념으로 저렴하게 최선의 서비스 제공함.",요식업,경상북도,문경시,새동네2길 15,0.0,0.0,36.588481381,128.19164257,False
606,1865,씨옌,경상북도 경산시 청운로 13,010-8589-1101,중식,자장면 5000원짬뽕       7000원,,요식업,경상북도,경산시,청운로 13,35.8385493,128.7548503,35.83708483,128.752593065,False
607,1867,77미용실,경상북도 경산시 중앙초등길5길 7,010-3528-9999,이미용업,여성커트 6000원남성커트       7000원,주인이 직접 운영하여 인건비 절감으로 가격이 저렴,이미용업,경상북도,경산시,중앙초등길5길 7,0.0,0.0,35.824329021,128.731780273,False
608,1871,진량세탁할인마트,경상북도 경산시 진량읍 다문로 5,010-4299-5191,세탁업,정장상하의 6000원       원,"아버지, 아들 2대가 가족끼리 운영함으로써 인건비 절감으로 가격이 저렴, 3년간 가격동결 및 주변가격 7,000원",세탁업,경상북도,경산시,진량읍 다문로 5,35.8795602,128.84074,35.875046226,128.812016466,False
609,1872,효동크리닝,경상북도 경산시 원효로 34길 22,010-7686-2496,세탁업,정장상하의 6000원       원,"가족끼리 운영하여 가격이 저렴하며, 5년간 가격동결",세탁업,경상북도,경산시,원효로 34길 22,0.0,0.0,35.818409028,128.754077603,False
610,1873,웅이네세탁소,경상북도 경산시 성암로 12길 21,010-8594-4449,세탁업,정장상하의 6500원       원,청결하고 친절하며 자원봉사자들에게는 20%를 할인하는 가맹점이며 9년간 가격동결,세탁업,경상북도,경산시,성암로 12길 21,0.0,0.0,35.821735153,128.724331525,False
611,1878,"미스,미스터 미용실",경상북도 경산시 중앙로 15,010-9654-4770,이미용업,여성커트 9000원남성커트       9000원,"경산역 부근, 친절하며, 경산역을 이용하는 군인이 많아 군인은 할인(6,000원)",이미용업,경상북도,경산시,중앙로 15,35.820268,128.7295892,35.820428482,128.729347995,False
612,1880,황실미용실,경상북도 경산시 경안로 41길 11,010-7161-6755,이미용업,여성커트 7000원남성커트       7000원,"주인이 직접 운영하며 매우 친절하고, 업소 매우 깨끗함, 가격동결 5년",이미용업,경상북도,경산시,경안로 41길 11,35.81568,128.7389,35.825506603,128.73559154,False
613,1887,토속정,경상북도 경산시 진량읍 낙산길 29,053-853-4503,한식_일반,정식 6000원된장찌개       7000원,직접 농사지은 콩으로 만든 된장을 사용하며 모든재료는 국산을 사용하며 매우 신선함,요식업,경상북도,경산시,진량읍 낙산길 29,0.0,0.0,35.875336428,128.814661578,False
614,1889,산수식당,경상북도 경산시 와촌면 금송로 423,010-4524-4556,한식_일반,김치찌개 7000원된장찌개       6000원,모든재료를 국내산으로 사용하며 주인아주머니의 인심이 좋아 반찬이 아주 풍족하여 공사장 아저씨들이 많이 찾음,요식업,경상북도,경산시,와촌면 금송로 423,35.9443602,128.8354779,35.947017094,128.836065428,False
615,1890,모퉁이식당,경상북도 경산시 자인면 일연로 43,010-9270-5767,한식_일반,김치째개 8000원된장찌개       8000원,"자인면사무소 및 자인공설시장 주변이며, 식자재는 직접 농사지은 재료를 사용하여 신선하며 가족끼리 운영 하므로 가격이 저렴",요식업,경상북도,경산시,자인면 일연로 43,35.8297256,128.8145149,35.817699724,128.820978294,False
616,1900,한마음식당,대구광역시 군위군 군위읍 중앙길 56-16,054-383-0039,한식_일반,된장찌개 7000원김치찌개       7000원,주인부부 직접경영으로 인건비 절감,요식업,대구광역시,군위군,군위읍 중앙길 56-16,36.2293727,128.5687617,36.233884152,128.566689244,False
617,1904,군위크리닝,대구광역시 군위군 군위읍 중앙길 24,054-383-3777,세탁업,드라이클리닝 6000원       원,"오랜 기간 단골고객이 많고 정류장 인근에 위치하여 멀리서도 고객이 찾아오는 가게로,고객우대차원에서 요금 1,000원 할인",세탁업,대구광역시,군위군,군위읍 중앙길 24,36.2293727,128.5687617,36.23087177,128.567900163,False
618,1905,매일식육식당,경상북도 의성군 의성읍 북부길2,054-834-2941,한식_육류,삼겹살(180g) 11000원주물럭(180g)       11000원,인건비 절약(가족 직접운영) 전통시장에서 재료 직접구입,요식업,경상북도,의성군,의성읍 북부길2,0.0,0.0,36.356764142,128.694534863,False
619,1907,중앙식육식당,경상북도 의성군 의성읍 동서1길36,054-834-2954,한식_육류,삼겹살(150g) 10000원갈매기살(150g)       10000원,직접 홀서빙 등 매출 증가 전통시장에서 재료 직접구입,요식업,경상북도,의성군,의성읍 동서1길36,0.0,0.0,36.349494566,128.698201153,False
620,1909,돼지촌숯불갈비,경상북도 의성군 금성면 금성현서로16,054-832-5511,한식_육류,돼지갈비(200g) 9000원삼겹살(150g)       9000원,직접 농사를 통한 식재료 조달 및 부부운영으로 인건비 절감,요식업,경상북도,의성군,금성면 금성현서로16,0.0,0.0,36.251476978,128.684516109,False
621,1910,장터식육식당,경상북도 의성군 금성면 탑리1길7,054-834-1366,한식_육류,삼겹살(200g) 11000원돼지갈비(200g)       11000원,"채소,양념 직접 농사지어 사용<br>물,추가반찬 셀프로 인건비 절약",요식업,경상북도,의성군,금성면 탑리1길7,0.0,0.0,36.252875607,128.684061426,False
622,1912,시장식육식당,경상북도 의성군 안계면 안계시장길31,054-861-2525,한식_육류,삼겹살(150g) 10000원돼지국밥       7000원,"직접 농사를 통한 식재료 조달 및 부부운영으로 인건비 절감하며, 국내산 한우만을 사용함",요식업,경상북도,의성군,안계면 안계시장길31,0.0,0.0,36.384788986,128.437319738,False
623,1913,대구숯불동산,경상북도 의성군 안계면 안계길120-5,054-861-0073,한식_육류,삼겹살(150g) 11000원돼지갈비(200g)       9000원,"체소,양념 직접 농사지어 사용 *물,추가반찬 셀프 인건비 절약",요식업,경상북도,의성군,안계면 안계길120-5,0.0,0.0,36.383909892,128.439352594,False
624,1914,덕수식육식당,경상북도 의성군 의성읍 후죽4길 17,054-834-2754,한식_육류,삼겹살(170g) 12000원주물럭(200g)       10000원,"식재료를 직접 농사지어 제공하며, 또한 인건비를 최소화함으로써 저렴한 가격으로 서비스 제공",요식업,경상북도,의성군,의성읍 후죽4길 17,36.3547522,128.6961357,36.353734231,128.696089711,False
625,1915,원석촌,경상북도 의성군 의성읍 문소3길 74,054-834-9192,한식_육류,목살(150g) 10000원된장찌개(4인분)       20000원,"부부직접운영 인건비를 최소화 저렴한 가격으로 제공 고기 및 모든 식재료 인근지역 유기농 구입 사용,",요식업,경상북도,의성군,의성읍 문소3길 74,36.353881,128.6944248,36.352406102,128.695002996,False
626,1916,경북한우참숯불갈비,경상북도 의성군 의성읍 문소3길 49-1,054-834-2195,한식_육류,삼겹살(150g) 10000원돼지고기찌개       8000원,"인근 텃밭에서 직접 농사를 통한 식재료 조달로 재료비 절감, 저렴한 가격으로 서비스 제공",요식업,경상북도,의성군,의성읍 문소3길 49-1,36.353881,128.6944248,36.350393599,128.695097655,False
627,1917,낙원식당,경상북도 의성군 의성읍 동서2길 21,054-834-2232,한식_육류,돼지갈비(200g) 9000원주물럭(200g)       9000원,"70대 할머니가 직접 경영하며 식재료를 직접 농사짓거나, 인근 시장에서 신선한 재료를 구입, 저렴한 가격에 서비스 제공",요식업,경상북도,의성군,의성읍 동서2길 21,0.0,0.0,36.350642728,128.696282192,False
628,1919,문소식육식당,경상북도 의성군 의성읍 전통시장2길15-6,054-834-2217,한식_육류,삼겹살(170g) 10000원목살(170g)       10000원,"부부직접운영 인건비 절감, 모든 식재료를 직접 농사 또는 시장에서 구입 사용으로 운영비를 최소화",요식업,경상북도,의성군,의성읍 전통시장2길15-6,0.0,0.0,0.0,0.0,True
629,1920,성광식당,경상북도 의성군 의성읍 전통시장2길 3,054-834-3126,한식_일반,칼국수 7000원잔치국수       5000원,콩 및 모든 식재료 인근지역 유기농 구입 사용으로 소비자에게 저렴한 가격으로 음식을 제공,요식업,경상북도,의성군,의성읍 전통시장2길 3,0.0,0.0,36.345788021,128.698404996,False
630,1921,하화식육식당,경상북도 의성군 단촌면 장터길 5,054-833-2026,한식_육류,주물럭(150g) 8000원고추장주물럭(150g)       8000원,"부부직접 운영으로 인건비를 최소화하고, 식재료를 직접재배하여 사용함으로 저렴한 가격에 음식 제공",요식업,경상북도,의성군,단촌면 장터길 5,36.4221743,128.6739175,36.42333611,128.67343444,False
631,1923,강운식당,경상북도 의성군 금성면 탑리길 43-1,054-832-1296,한식_육류,삼겹살(150g) 9000원목살(150g)       9000원,직접 농사를 통한 식재료 조달 및 부부운영으로 인건비 절감,요식업,경상북도,의성군,금성면 탑리길 43-1,36.2525299,128.6834075,36.255148659,128.681883325,False
632,1924,오복숯불구이,경상북도 의성군 금성면 탑리2길 30,054-834-0078,한식_육류,목살(150g) 10000원돼지갈비(150g)       9000원,"부부 운영 및 식재료 직접 재배 또는 시장에서 구입, 운영비를 절감하며, 의성마늘을 많이 사용함으로 음식맛이 뛰어남",요식업,경상북도,의성군,금성면 탑리2길 30,36.2535352,128.6840277,36.253534612,128.684426912,False
633,1926,강산동태전문점,경상북도 의성군 봉양면 도리원1길 60,054-832-2076,한식_육류,삼겹살(200g) 10000원고추장불고기(200g)       9000원,부부직접운영 인건비를 최소화 저렴한 가격으로 제공 김치찌개 고기 및 식재료 인근지역 유기농 구입 사용,요식업,경상북도,의성군,봉양면 도리원1길 60,0.0,0.0,36.299185495,128.580483014,False
634,1928,대화식육식당,경상북도 의성군 봉양면 도리원1길 74,054-832-2197,한식_육류,삼겹살(200g) 10000원주물럭(200g)       8000원,"부부가 직접운영 및 전통시장에서 재료 직접구입으로 운영비를 절감, 또한 암돼지 사용으로 고기맛이 뛰어남",요식업,경상북도,의성군,봉양면 도리원1길 74,0.0,0.0,36.300003811,128.581672291,False
635,1929,제일한우식육식당,경상북도 의성군 비안면 강변길 75,054-861-9033,한식_육류,삼겹살(150g) 10000원소불고기(600g)       35000원,"부부직접운영 인건비를 최소화 저렴한 가격으로 제공 찌개, 고기 및 식재료 인근지역 유기농 구입 사용",요식업,경상북도,의성군,비안면 강변길 75,36.3284028,128.521274,36.336770559,128.491898375,False
